HOG	OG	Gene Tree Parent Clade	MFC_ATCC27716_protein	MFC_MF11_protein	MFC_MF18_protein	MFC_MF22_protein	MFC_MF29_protein	MFC_MF30_protein	MFC_MF33_protein	MFC_MS42_protein	MHP_11_protein	MHP_168L_protein	MHP_168_protein	MHP_232_protein	MHP_7422_protein	MHP_7448_protein	MHP_98_protein	MHP_ES2L_protein	MHP_ES2_protein	MHP_F72C_protein	MHP_J_protein	MHP_LH_protein	MHP_MHP650_protein	MHP_MHP653_protein	MHP_MHP679_protein	MHP_MHP682_protein	MHP_MHP691_protein	MHP_MHP694_protein	MHP_MHP696_protein	MHP_MHP699_protein	MHP_MHP709_protein	MHP_NCTC10127_protein	MHP_REF_protein	MHP_TB1_protein	MHP_UFV01_protein	MHP_UFV02_protein
N3.HOG0000227	OG0000163	n0									WP_011206121.1	WP_014579591.1	WP_014579591.1	WP_011206121.1	WP_011290004.1	WP_011290004.1	WP_011206121.1	WP_011290004.1	WP_011206121.1	WP_011206121.1	WP_011206121.1	WP_011206121.1	WP_160601071.1	WP_160615852.1	WP_011206121.1	WP_011206121.1	WP_011206121.1	WP_011290004.1	WP_011290004.1	WP_011290004.1	WP_011290004.1	WP_011206121.1		WP_014579591.1	WP_011290004.1	WP_011290004.1
N3.HOG0000228	OG0000164	n0									WP_011206120.1	WP_011206120.1	WP_011206120.1	WP_011206120.1	WP_011206120.1	WP_011206120.1	WP_011206120.1	WP_160585148.1	WP_011206120.1	WP_011206120.1	WP_011206120.1	WP_011206120.1	WP_011206120.1	WP_160585148.1	WP_011206120.1	WP_011206120.1	WP_011206120.1	WP_160606832.1	WP_011206120.1	WP_160585148.1	WP_011206120.1	WP_011206120.1		WP_011206120.1	WP_011206120.1	WP_011206120.1
N3.HOG0000229	OG0000165	n0									WP_011206119.1	WP_014579592.1	WP_014579592.1	WP_011206119.1	WP_020835542.1	WP_011290005.1	WP_179695961.1	WP_011206119.1	WP_135618546.1	WP_011206119.1	WP_044284586.1	WP_233688636.1	WP_135618546.1	WP_135618546.1	WP_135618546.1	WP_011206119.1	WP_135618546.1	WP_011206119.1	WP_011206119.1	WP_011206119.1	WP_011206119.1	WP_011206119.1		WP_014579592.1	WP_011206119.1	WP_011206119.1
N3.HOG0000230	OG0000166	n0									WP_011206117.1	WP_016340187.1	WP_014579594.1	WP_011206117.1	WP_020835543.1	WP_011290006.1	WP_179695962.1	WP_179221013.1	WP_135618548.1	WP_146379485.1	WP_011283910.1	WP_233688637.1	WP_160601073.1	WP_160615854.1	WP_160590331.1	WP_160585739.1	WP_160608032.1	WP_160606834.1	WP_160588311.1	WP_160585144.1	WP_160588311.1	WP_011206117.1		WP_014579594.1	WP_243215975.1	WP_243215975.1
N3.HOG0000231	OG0000167	n0									WP_011206116.1	WP_014579595.1	WP_014579595.1	WP_011206116.1	WP_020835544.1	WP_044272317.1	WP_179695963.1	WP_179221014.1	WP_135618550.1	WP_146379486.1	WP_044284587.1	WP_233688638.1	WP_160601075.1	WP_160615856.1	WP_160590333.1	WP_160585142.1	WP_160585142.1	WP_160606836.1	WP_160588309.1	WP_160585142.1	WP_160588309.1	WP_011206116.1		WP_014579595.1	WP_243215976.1	WP_243215976.1
N3.HOG0000232	OG0000168	n0									WP_011206113.1	WP_014579598.1	WP_014579598.1	WP_011206113.1	WP_011206113.1	WP_011206113.1	WP_011206113.1	WP_011206113.1	WP_011206113.1	WP_011206113.1	WP_011206113.1	WP_011206113.1	WP_011206113.1	WP_011206113.1	WP_011206113.1	WP_011206113.1	WP_011206113.1	WP_011206113.1	WP_011206113.1	WP_011206113.1	WP_160588305.1	WP_011206113.1		WP_014579598.1	WP_011206113.1	WP_011206113.1
N3.HOG0000233	OG0000169	n0									WP_011206107.1	WP_014579657.1	WP_014579657.1	WP_011206107.1	WP_020835565.1	WP_011290013.1	WP_146379493.1	WP_179221020.1	WP_135618561.1	WP_146379493.1	WP_011283915.1	WP_233688643.1	WP_160601207.1	WP_160615931.1	WP_160590407.1	WP_160584791.1	WP_160608060.1	WP_160606672.1	WP_160587959.1	WP_160584791.1	WP_160587959.1	WP_011206107.1		WP_014579657.1	WP_243215983.1	WP_243215983.1
N3.HOG0000234	OG0000170	n0									WP_011206106.1	WP_014579656.1	WP_014579656.1	WP_011206106.1	WP_020835566.1	WP_011290014.1	WP_160584793.1	WP_179221021.1	WP_135618563.1	WP_146379494.1	WP_011283916.1	WP_011206106.1	WP_160584793.1	WP_160584793.1	WP_160584793.1	WP_160585793.1	WP_160608058.1	WP_160606670.1	WP_160587956.1	WP_160584793.1	WP_160587956.1	WP_011206106.1		WP_014579656.1	WP_135618563.1	WP_135618563.1
N3.HOG0000235	OG0000171	n0									WP_011206102.1	WP_016340195.1	WP_011206102.1	WP_011206102.1	WP_011290017.1	WP_011290017.1	WP_179221023.1	WP_179221023.1	WP_011206102.1	WP_011206102.1	WP_011206102.1	WP_179221023.1	WP_011206102.1	WP_011290017.1	WP_011206102.1	WP_011206102.1	WP_011206102.1	WP_011206102.1	WP_011206102.1	WP_011290017.1	WP_011206102.1	WP_011206102.1		WP_011206102.1	WP_011206102.1	WP_011206102.1
N3.HOG0000236	OG0000172	n0									WP_011206101.1	WP_011206101.1	WP_011206101.1	WP_011206101.1	WP_011206101.1	WP_011206101.1	WP_011206101.1	WP_011206101.1	WP_011206101.1	WP_146379496.1	WP_011206101.1	WP_011206101.1	WP_011206101.1	WP_160584795.1	WP_160584795.1	WP_011206101.1	WP_160608056.1	WP_011206101.1	WP_160584795.1	WP_160584795.1	WP_160584795.1	WP_011206101.1		WP_011206101.1	WP_243215985.1	WP_243215985.1
N3.HOG0000237	OG0000173	n0									WP_044284804.1	WP_016340242.1	WP_014579951.1	WP_044284804.1	WP_011284290.1	WP_011290345.1	WP_146379698.1	WP_160600792.1	WP_011284290.1	WP_146379698.1	WP_011284290.1	WP_011284290.1	WP_160600792.1	WP_011290345.1	WP_011290345.1	WP_146379698.1	WP_011284290.1	WP_160606564.1	WP_160617495.1	WP_160584965.1	WP_146379698.1	WP_044284804.1		WP_088764593.1	WP_011284290.1	WP_011284290.1
N3.HOG0000238	OG0000174	n0									WP_011206395.1	WP_016340241.1	WP_011206395.1	WP_011206395.1	WP_020835848.1	WP_011290344.1	WP_011284289.1	WP_179221197.1	WP_135619030.1	WP_011284289.1	WP_011284289.1	WP_011284289.1	WP_160600791.1	WP_160615645.1	WP_160587865.1	WP_160585625.1	WP_160607860.1	WP_094521740.1	WP_011284289.1	WP_011284289.1	WP_160587865.1	WP_011206395.1		WP_011206395.1	WP_011284289.1	WP_011284289.1
N3.HOG0000239	OG0000175	n0									WP_011206392.1	WP_014579948.1	WP_014579948.1	WP_011206392.1	WP_020835845.1	WP_011290341.1	WP_179695918.1	WP_160600789.1	WP_135619028.1	WP_146379696.1	WP_011284286.1	WP_233688510.1	WP_160600789.1	WP_011284286.1	WP_011284286.1	WP_160585624.1	WP_160607858.1	WP_160606568.1	WP_011290341.1	WP_020835845.1	WP_011290341.1	WP_011206392.1		WP_014579948.1	WP_020835845.1	WP_020835845.1
N3.HOG0000240	OG0000176	n0									WP_011206391.1	WP_011206391.1	WP_011206391.1	WP_011206391.1	WP_011206391.1	WP_011206391.1	WP_179695919.1	WP_011206391.1	WP_135619026.1	WP_011206391.1	WP_011206391.1	WP_233688509.1	WP_011206391.1	WP_011206391.1	WP_135619026.1	WP_011206391.1	WP_011206391.1	WP_011206391.1	WP_011206391.1	WP_011206391.1	WP_011206391.1	WP_011206391.1		WP_011206391.1	WP_135619026.1	WP_135619026.1
N3.HOG0000241	OG0000177	n0									WP_011206390.1	WP_011206390.1	WP_011206390.1	WP_011206390.1	WP_011284284.1	WP_011290340.1	WP_011284284.1	WP_011206390.1	WP_135619024.1	WP_146379695.1	WP_011284284.1	WP_233688508.1	WP_011206390.1	WP_160584967.1	WP_160590163.1	WP_011290340.1	WP_160590163.1	WP_011206390.1	WP_011284284.1	WP_160584967.1	WP_011284284.1	WP_011206390.1		WP_011206390.1	WP_011290340.1	WP_011290340.1
N3.HOG0000242	OG0000178	n0									WP_011206389.1	WP_014579946.1	WP_014579946.1	WP_011206389.1	WP_020835844.1	WP_044272582.1	WP_179695920.1	WP_179221195.1	WP_135619022.1	WP_146379694.1	WP_044284694.1	WP_233688507.1	WP_160600787.1	WP_160615647.1	WP_044272582.1	WP_160585623.1	WP_160607856.1	WP_160606570.1	WP_160587861.1	WP_160584969.1	WP_160587861.1	WP_011206389.1		WP_014579946.1	WP_044272582.1	WP_044272582.1
N3.HOG0000243	OG0000179	n0									WP_011206388.1	WP_014579945.1	WP_014579945.1	WP_011206388.1	WP_020835843.1	WP_044272578.1	WP_020835843.1	WP_179221194.1	WP_240536347.1	WP_146379693.1	WP_044284693.1	WP_233688506.1	WP_044284693.1	WP_160590161.1	WP_160590161.1	WP_020835843.1	WP_020835843.1	WP_160606572.1	WP_020835843.1	WP_020835843.1	WP_020835843.1	WP_011206388.1		WP_014579945.1	WP_044272578.1	WP_044272578.1
N3.HOG0000244	OG0000180	n0									WP_011206385.1	WP_011206385.1	WP_011206385.1	WP_011206385.1	WP_011206385.1	WP_011206385.1	WP_011206385.1	WP_011206385.1	WP_011206385.1	WP_146379692.1	WP_011206385.1	WP_011206385.1	WP_011206385.1	WP_160615649.1	WP_011206385.1	WP_011206385.1	WP_011206385.1	WP_011206385.1	WP_011206385.1	WP_011206385.1	WP_011206385.1	WP_011206385.1		WP_011206385.1	WP_011206385.1	WP_011206385.1
N3.HOG0000245	OG0000181	n0									WP_011206384.1	WP_011206384.1	WP_011206384.1	WP_011206384.1	WP_011206384.1	WP_011206384.1	WP_011206384.1	WP_011206384.1	WP_135619018.1	WP_011206384.1	WP_011206384.1	WP_233688504.1	WP_160600783.1	WP_011206384.1	WP_011206384.1	WP_011206384.1	WP_011206384.1	WP_011206384.1	WP_011206384.1	WP_011206384.1	WP_011206384.1	WP_011206384.1		WP_011206384.1	WP_011206384.1	WP_011206384.1
N3.HOG0000246	OG0000182	n0									WP_011206383.1	WP_014579942.1	WP_014579942.1	WP_011206383.1	WP_020835840.1	WP_011290335.1	WP_160584971.1	WP_020835840.1	WP_135619016.1	WP_020835840.1	WP_011284277.1	WP_135619016.1	WP_011284277.1	WP_020835840.1	WP_020835840.1	WP_160585621.1	WP_160607852.1	WP_160606574.1	WP_020835840.1	WP_160584971.1	WP_020835840.1	WP_011284277.1		WP_014579942.1	WP_243216301.1	WP_243216301.1
N3.HOG0000247	OG0000183	n0									WP_011206381.1	WP_016340240.1	WP_014579939.1	WP_011206381.1	WP_041361684.1	WP_011290333.1	WP_179695923.1	WP_179221191.1	WP_135619012.1	WP_135619012.1	WP_011284275.1	WP_233688502.1	WP_160600779.1	WP_135619012.1	WP_160587854.1	WP_135619012.1	WP_160607848.1	WP_160587854.1	WP_160587854.1	WP_135619012.1	WP_160587854.1	WP_011206381.1		WP_016340240.1	WP_243216296.1	WP_243216296.1
N3.HOG0000248	OG0000184	n0									WP_011206379.1	WP_011290331.1	WP_011290331.1	WP_011206379.1	WP_011290331.1	WP_011290331.1	WP_179695924.1	WP_011290331.1	WP_011290331.1	WP_011290331.1	WP_011206379.1	WP_011206379.1	WP_011290331.1	WP_011290331.1	WP_011290331.1	WP_011290331.1	WP_011290331.1	WP_011206379.1	WP_011290331.1	WP_011290331.1	WP_011290331.1	WP_011206379.1		WP_011290331.1	WP_011206379.1	WP_011206379.1
N3.HOG0000249	OG0000185	n0									WP_011206378.1	WP_014579937.1	WP_014579937.1	WP_011206378.1	WP_020835836.1	WP_044272572.1	WP_179695925.1	WP_179221190.1	WP_135619010.1	WP_146379690.1	WP_011206378.1	WP_011206378.1	WP_160600777.1	WP_160615653.1	WP_160590155.1	WP_160585619.1	WP_160607846.1	WP_160606577.1	WP_160587852.1	WP_160584976.1	WP_160587852.1	WP_011206378.1		WP_014579937.1	WP_243216292.1	WP_243216292.1
N3.HOG0000250	OG0000186	n0									WP_011206377.1	WP_011284272.1	WP_011284272.1	WP_011206377.1	WP_011284272.1	WP_011290329.1	WP_179695926.1	WP_135619008.1	WP_135619008.1	WP_146379689.1	WP_011284272.1	WP_135619008.1	WP_011284272.1	WP_146379689.1	WP_146379689.1	WP_146379689.1	WP_160607844.1	WP_011284272.1	WP_146379689.1	WP_135619008.1	WP_146379689.1	WP_011206377.1		WP_011284272.1	WP_243216290.1	WP_243216290.1
N3.HOG0000251	OG0000187	n0									WP_011206376.1	WP_011206376.1	WP_011206376.1	WP_011206376.1	WP_011206376.1	WP_011290328.1	WP_011206376.1	WP_135619006.1	WP_135619006.1	WP_135619006.1	WP_011206376.1	WP_135619006.1	WP_160600775.1	WP_135619006.1	WP_160590153.1	WP_135619006.1	WP_011206376.1	WP_011206376.1	WP_135619006.1	WP_160584978.1	WP_135619006.1	WP_011206376.1		WP_011206376.1	WP_243216288.1	WP_243216288.1
N3.HOG0000252	OG0000188	n0									WP_088172512.1	WP_016340239.1	WP_014579935.1	WP_011206372.1	WP_020835833.1	WP_044272566.1	WP_179696085.1	WP_179221189.1	WP_135619000.1	WP_146379687.1	WP_044284692.1	WP_233688500.1	WP_160600771.1	WP_160615659.1	WP_160590149.1	WP_160585683.1	WP_160607840.1	WP_160606581.1	WP_160587848.1	WP_160584982.1	WP_160587848.1	WP_011206372.1		WP_252862206.1	WP_243216285.1	WP_243216285.1
N3.HOG0000253	OG0000189	n0									WP_011206349.1	WP_014579931.1	WP_014579931.1	WP_011206349.1	WP_020835828.1	WP_020835828.1	WP_179696082.1	WP_160600765.1	WP_135618994.1	WP_020835828.1	WP_044284689.1	WP_179696082.1	WP_160600765.1	WP_020835828.1	WP_160590464.1	WP_160585685.1	WP_160608076.1	WP_135618994.1	WP_020835828.1	WP_135618994.1	WP_020835828.1	WP_011206349.1		WP_014579931.1	WP_020835828.1	WP_020835828.1
N3.HOG0000254	OG0000190	n0									WP_011206348.1	WP_014579930.1	WP_228365391.1	WP_011206348.1	WP_228366106.1	WP_228366106.1	WP_179696081.1	WP_011206348.1	WP_020835827.1	WP_020835827.1	WP_044284688.1	WP_160606405.1	WP_160600763.1	WP_020835827.1	WP_160590462.1	WP_160585686.1	WP_160585269.1	WP_160606405.1	WP_020835827.1	WP_280996773.1	WP_020835827.1	WP_011206348.1		WP_014579930.1	WP_020835827.1	WP_020835827.1
N3.HOG0000255	OG0000191	n0									WP_011206347.1	WP_014579929.1	WP_014579929.1	WP_011206347.1	WP_011206347.1	WP_011206347.1	WP_179696080.1	WP_160615699.1	WP_135618992.1	WP_146379685.1	WP_011284258.1	WP_233688497.1	WP_160600761.1	WP_160615699.1	WP_011206347.1	WP_011206347.1	WP_160608074.1	WP_011206347.1	WP_011206347.1	WP_160585267.1	WP_011206347.1	WP_011206347.1		WP_014579929.1	WP_011206347.1	WP_011206347.1
N3.HOG0000256	OG0000192	n0									WP_011206345.1	WP_044278028.1	WP_044278028.1	WP_011206345.1	WP_041361682.1	WP_011290318.1	WP_011206345.1	WP_011206345.1	WP_094521730.1	WP_011206345.1	WP_011206345.1	WP_011206345.1	WP_011206345.1	WP_011206345.1	WP_160587842.1	WP_011206345.1	WP_160587842.1	WP_011206345.1	WP_160587842.1	WP_160585263.1	WP_160587842.1	WP_011206345.1		WP_044278028.1	WP_243216280.1	WP_243216280.1
N3.HOG0000257	OG0000193	n0									WP_011206338.1	WP_014579920.1	WP_014579920.1	WP_011206338.1	WP_020835821.1	WP_011290312.1	WP_179696000.1	WP_179221184.1	WP_135618986.1	WP_146379682.1	WP_011284252.1	WP_233688494.1	WP_160601235.1	WP_160615693.1	WP_160585121.1	WP_160585121.1	WP_160608114.1	WP_160606409.1	WP_146379682.1	WP_160585121.1	WP_146379682.1	WP_011206338.1		WP_014579920.1	WP_243216274.1	WP_243216274.1
N3.HOG0000258	OG0000194	n0									WP_011206337.1	WP_011206337.1	WP_011206337.1	WP_011206337.1	WP_020835820.1	WP_011290311.1	WP_179695999.1	WP_179221183.1	WP_135618984.1	WP_020835820.1	WP_011206337.1	WP_233688493.1	WP_011206337.1	WP_020835820.1	WP_020835820.1	WP_020835820.1	WP_020835820.1	WP_020835820.1	WP_020835820.1	WP_160585119.1	WP_020835820.1	WP_011206337.1		WP_011206337.1	WP_011290311.1	WP_011290311.1
N3.HOG0000259	OG0000195	n0									WP_011206336.1	WP_014579919.1	WP_014579919.1	WP_011206336.1	WP_020835819.1	WP_011290310.1	WP_179695998.1	WP_179221182.1	WP_135618982.1	WP_146379681.1	WP_011284251.1	WP_233688492.1	WP_160601026.1	WP_160615691.1	WP_160590426.1	WP_160585657.1	WP_160590426.1	WP_160606411.1	WP_160587840.1	WP_146379681.1	WP_160587840.1	WP_011206336.1		WP_088764588.1	WP_243216273.1	WP_243216273.1
N3.HOG0000260	OG0000196	n0									WP_011206335.1	WP_011206335.1	WP_011206335.1	WP_011206335.1	WP_011206335.1	WP_011206335.1	WP_011206335.1	WP_179221181.1	WP_011206335.1	WP_011206335.1	WP_011206335.1	WP_011206335.1	WP_160601028.1	WP_011206335.1	WP_011206335.1	WP_160585658.1	WP_011206335.1	WP_011206335.1	WP_160587838.1	WP_011206335.1	WP_160587838.1	WP_011206335.1		WP_011206335.1	WP_011206335.1	WP_011206335.1
N3.HOG0000261	OG0000197	n0									WP_011206334.1	WP_014579918.1	WP_014579918.1	WP_011206334.1	WP_020835818.1	WP_011290309.1	WP_179695997.1	WP_011206334.1	WP_014579918.1	WP_011206334.1	WP_011206334.1	WP_011206334.1	WP_160601030.1	WP_020835818.1	WP_014579918.1	WP_014579918.1	WP_020835818.1	WP_011206334.1	WP_160587836.1	WP_020835818.1	WP_160587836.1	WP_011206334.1		WP_252862135.1	WP_011290309.1	WP_011290309.1
N3.HOG0000262	OG0000198	n0									WP_011206332.1	WP_014579917.1	WP_014579917.1	WP_011206332.1	WP_020835816.1	WP_044272559.1	WP_179695995.1	WP_179221179.1	WP_135618980.1	WP_146379680.1	WP_044284685.1	WP_275092455.1	WP_160601032.1	WP_160615687.1	WP_160590424.1	WP_146379680.1	WP_160607812.1	WP_160606413.1	WP_160587834.1	WP_160585117.1	WP_160587834.1	WP_011206332.1		WP_014579917.1	WP_308704549.1	WP_308704549.1
N3.HOG0000263	OG0000199	n0									WP_011206289.1	WP_011206289.1	WP_011206289.1	WP_011206289.1	WP_011206289.1	WP_011206289.1	WP_011206289.1	WP_011206289.1	WP_011206289.1	WP_011206289.1	WP_011206289.1	WP_011206289.1	WP_011206289.1	WP_011206289.1	WP_160590317.1	WP_011206289.1	WP_160590317.1	WP_011206289.1	WP_011206289.1	WP_011206289.1	WP_011206289.1	WP_011206289.1		WP_011206289.1	WP_011206289.1	WP_011206289.1
N3.HOG0000264	OG0000200	n0									WP_044284799.1	WP_044278019.1	WP_044278019.1	WP_044284799.1	WP_020835785.1	WP_011290271.1	WP_011284209.1	WP_179221158.1	WP_011284209.1	WP_179221158.1	WP_011284209.1	WP_233688466.1	WP_011284209.1	WP_160590318.1	WP_160590318.1	WP_160590318.1	WP_179221158.1	WP_160590318.1	WP_179221158.1	WP_179221158.1	WP_179221158.1	WP_044284799.1		WP_044278019.1	WP_011290271.1	WP_011290271.1
N3.HOG0000265	OG0000201	n0									WP_011206287.1	WP_014579880.1	WP_014579880.1	WP_011206287.1	WP_014579880.1	WP_011206287.1	WP_011206287.1	WP_146379654.1	WP_011206287.1	WP_146379654.1	WP_011206287.1	WP_011206287.1	WP_011206287.1	WP_011206287.1	WP_011206287.1	WP_011206287.1	WP_011206287.1	WP_160606813.1	WP_146379654.1	WP_011206287.1	WP_146379654.1	WP_011206287.1		WP_014579880.1	WP_011206287.1	WP_011206287.1
N3.HOG0000266	OG0000202	n0									WP_011206140.1	WP_014579777.1	WP_014579777.1	WP_011206140.1	WP_020835662.1	WP_011290136.1	WP_135618730.1	WP_179221092.1	WP_135618730.1	WP_146379570.1	WP_011284062.1	WP_233688724.1	WP_020835662.1	WP_020835662.1	WP_135618730.1	WP_011290136.1	WP_135618730.1	WP_160606621.1	WP_135618730.1	WP_160585290.1	WP_135618730.1	WP_011206140.1		WP_014579777.1	WP_243216071.1	WP_243216071.1
N3.HOG0000267	OG0000203	n0									WP_011206142.1	WP_011284063.1	WP_011284063.1	WP_011206142.1	WP_011290137.1	WP_011290137.1	WP_011206142.1	WP_011290137.1	WP_011284063.1	WP_011290137.1	WP_011284063.1	WP_233688725.1	WP_011290137.1	WP_011284063.1	WP_011290137.1	WP_011284063.1	WP_011284063.1	WP_011206142.1	WP_011290137.1	WP_011284063.1	WP_011290137.1	WP_011206142.1		WP_011284063.1	WP_011290137.1	WP_011290137.1
N3.HOG0000268	OG0000204	n0									WP_011206143.1	WP_014579775.1	WP_014579775.1	WP_011206143.1	WP_020835663.1	WP_011290138.1	WP_179696123.1	WP_179221094.1	WP_135618732.1	WP_146379571.1	WP_011284064.1	WP_233688726.1	WP_160601269.1	WP_146379571.1	WP_146379571.1	WP_135618732.1	WP_135618732.1	WP_160606619.1	WP_146379571.1	WP_135618732.1	WP_146379571.1	WP_011206143.1		WP_014579775.1	WP_160601269.1	WP_160601269.1
N3.HOG0000269	OG0000205	n0									WP_011206195.1	WP_014579804.1	WP_014579804.1	WP_011206195.1	WP_014579804.1	WP_014579804.1	WP_014579804.1	WP_014579804.1	WP_014579804.1	WP_014579804.1	WP_014579804.1	WP_014579804.1	WP_014579804.1	WP_160585024.1	WP_160585024.1	WP_014579804.1	WP_160585024.1	WP_014579804.1	WP_014579804.1	WP_160585024.1	WP_014579804.1	WP_011206195.1		WP_014579804.1	WP_243216144.1	WP_243216144.1
N3.HOG0000270	OG0000206	n0									WP_011206196.1	WP_014579805.1	WP_014579805.1	WP_011206196.1	WP_011206196.1	WP_011206196.1	WP_011206196.1	WP_011206196.1	WP_011206196.1	WP_011206196.1	WP_044284644.1	WP_044284644.1	WP_044284644.1	WP_160585022.1	WP_160585022.1	WP_011206196.1	WP_160585022.1	WP_160606471.1	WP_011206196.1	WP_160585022.1	WP_011206196.1	WP_011206196.1		WP_014579805.1	WP_243216145.1	WP_243216145.1
N3.HOG0000271	OG0000207	n0									WP_011206197.1	WP_011206197.1	WP_011206197.1	WP_011206197.1	WP_020835709.1	WP_011290187.1	WP_011290187.1	WP_020835709.1	WP_011290187.1	WP_146379611.1	WP_011284119.1	WP_011206197.1	WP_011206197.1	WP_146379611.1	WP_146379611.1	WP_146379611.1	WP_020835709.1	WP_020835709.1	WP_160587892.1	WP_146379611.1	WP_160587892.1	WP_011206197.1		WP_011206197.1	WP_243216146.1	WP_243216146.1
N3.HOG0000272	OG0000208	n0									WP_011206198.1	WP_016340211.1	WP_014579806.1	WP_011206198.1	WP_020835710.1	WP_044272458.1	WP_179696101.1	WP_179221117.1	WP_135618828.1	WP_146379610.1	WP_044284645.1	WP_233688754.1	WP_160600898.1	WP_146379610.1	WP_146379610.1	WP_160585603.1	WP_146379610.1	WP_160606473.1	WP_160587894.1	WP_146379610.1	WP_160587894.1	WP_011206198.1		WP_014579806.1	WP_243216147.1	WP_243216147.1
N3.HOG0000273	OG0000209	n0									WP_011206200.1	WP_016340213.1	WP_014579808.1	WP_011206200.1	WP_020835712.1	WP_011206200.1	WP_011206200.1	WP_011206200.1	WP_011206200.1	WP_011206200.1	WP_011206200.1	WP_011206200.1	WP_160600902.1	WP_011206200.1	WP_011206200.1	WP_011206200.1	WP_011206200.1	WP_011206200.1	WP_011206200.1	WP_011206200.1	WP_011206200.1	WP_011206200.1		WP_014579808.1	WP_011206200.1	WP_011206200.1
N3.HOG0000274	OG0000210	n0									WP_011206204.1	WP_014579811.1	WP_014579811.1	WP_011206204.1	WP_020835717.1	WP_011290193.1	WP_179696004.1	WP_179221120.1	WP_135618840.1	WP_011290193.1	WP_011284126.1	WP_233688759.1	WP_160600910.1	WP_160615554.1	WP_160590029.1	WP_011284126.1	WP_160590029.1	WP_011290193.1	WP_011206204.1	WP_160585013.1	WP_011206204.1	WP_011206204.1		WP_014579811.1	WP_011290193.1	WP_011290193.1
N3.HOG0000275	OG0000211	n0									WP_011206206.1	WP_016340214.1	WP_014579813.1	WP_011206206.1	WP_011290195.1	WP_011290195.1	WP_179696005.1	WP_179221122.1	WP_135618843.1	WP_146379605.1	WP_011284128.1	WP_233688760.1	WP_160600914.1	WP_160590031.1	WP_160590031.1	WP_160585597.1	WP_160590031.1	WP_160606589.1	WP_160587906.1	WP_160585175.1	WP_160587906.1	WP_011206206.1		WP_014579813.1	WP_160600914.1	WP_160600914.1
N3.HOG0000276	OG0000212	n0									WP_011206207.1	WP_014579814.1	WP_014579814.1	WP_011206207.1	WP_011206207.1	WP_011206207.1	WP_011206207.1	WP_135618846.1	WP_135618846.1	WP_011206207.1	WP_011206207.1	WP_011206207.1	WP_011206207.1	WP_011206207.1	WP_011206207.1	WP_011206207.1	WP_011206207.1	WP_011206207.1	WP_011206207.1	WP_011206207.1	WP_011206207.1	WP_011206207.1		WP_088764587.1	WP_011206207.1	WP_011206207.1
N3.HOG0000277	OG0000213	n0									WP_044284793.1	WP_014579815.1	WP_014579815.1	WP_044284793.1	WP_236607945.1	WP_044272464.1	WP_135618848.1	WP_135618848.1	WP_135618848.1	WP_146379604.1	WP_052259109.1	WP_233688406.1	WP_160587908.1	WP_160585173.1	WP_160585173.1	WP_160585173.1	WP_160585173.1	WP_160606591.1	WP_160587908.1	WP_160585173.1	WP_160587908.1	WP_044284793.1		WP_014579815.1	WP_233688406.1	WP_233688406.1
N3.HOG0000278	OG0000214	n0									WP_011206419.1	WP_014579962.1	WP_014579962.1	WP_011206419.1	WP_020835861.1	WP_044272610.1	WP_179695913.1	WP_179221203.1	WP_135619057.1	WP_146379715.1	WP_044284701.1	WP_233688525.1	WP_135619057.1	WP_044272610.1	WP_160590199.1	WP_160585652.1	WP_044272610.1	WP_160606713.1	WP_044272610.1	WP_044272610.1	WP_044272610.1	WP_011206419.1		WP_014579962.1	WP_243216310.1	WP_243216310.1
N3.HOG0000279	OG0000215	n0									WP_011206422.1	WP_014579966.1	WP_014579966.1	WP_011206422.1	WP_020835864.1	WP_011290367.1	WP_050195447.1	WP_050195447.1	WP_011206422.1	WP_146379717.1	WP_011206422.1	WP_011206422.1	WP_050195447.1	WP_146379717.1	WP_160590197.1	WP_160585650.1	WP_160585650.1	WP_050195447.1	WP_146379717.1	WP_160584923.1	WP_146379717.1	WP_011206422.1		WP_014579966.1	WP_011290367.1	WP_011290367.1
N3.HOG0000280	OG0000216	n0									WP_011206424.1	WP_011206424.1	WP_011206424.1	WP_011206424.1	WP_011206424.1	WP_011206424.1	WP_011206424.1	WP_011206424.1	WP_011206424.1	WP_011206424.1	WP_011206424.1	WP_011206424.1	WP_011206424.1	WP_011206424.1	WP_011206424.1	WP_011206424.1	WP_011206424.1	WP_011206424.1	WP_011206424.1	WP_160584925.1	WP_011206424.1	WP_011206424.1		WP_088764594.1	WP_011206424.1	WP_011206424.1
N3.HOG0000281	OG0000217	n0									WP_011206425.1	WP_011206425.1	WP_011206425.1	WP_011206425.1	WP_020835865.1	WP_011290368.1	WP_011206425.1	WP_135619059.1	WP_135619059.1	WP_011284312.1	WP_011284312.1	WP_094521499.1	WP_160600927.1	WP_011290368.1	WP_160585649.1	WP_160585649.1	WP_160585649.1	WP_011284312.1	WP_160588049.1	WP_011290368.1	WP_160588049.1	WP_011206425.1		WP_011206425.1	WP_243216312.1	WP_243216312.1
